啊	a/ā/è/á/ǎ/à
𦸣	bǐ
舭	bǐ
笔	bǐ
䣥	bǐ
𢩒	bǐ
㪏	bǐ
𤽊	bǐ
妣	bǐ
柀	bǐ
沘	bǐ
𪌄	bǐ
㠲	bǐ
䘡	bǐ
䃾	bǐ
𣔓	bǐ
㻶	bǐ
𢳋	bǐ
筆	bǐ
䏢	bǐ
𠐌	bǐ/bà
俾	bǐ/bì/bēi/pì
比	bǐ/bì/pí/pǐ
箄	bǐ/bēi/bī/bì/pái
匕	bǐ/pìn
粃	bǐ/pī
啚	bǐ/tú
䐔	bǐn/biàn
鈵	bǐng
㨀	bǐng
禀	bǐng
𠛥	bǐng
餠	bǐng
䴵	bǐng
抦	bǐng
𩶁	bǐng
𡖛	bǐng
𡇤	bǐng
𣦪	bǐng
秉	bǐng
陃	bǐng
窉	bǐng
𠒝	bǐng
𠱛	bǐng
𩊖	bǐng
苪	bǐng
怲	bǐng
昺	bǐng
𡚛	bǐng
柄	bǐng
𡹾	bǐng
炳	bǐng
邴	bǐng
蛃	bǐng
𦼹	bǐng
饼	bǐng/bing
餅	bǐng/bing
𩏂	bǐng/bì
鞞	bǐng/bì/pí/bēi
丙	bǐng/bìng
昞	bǐng/fǎng
眪	bǐng/fǎng
鉼	bǐng/píng
𤿑	bǒ
𪚷	bǒ
𥸥	bǒ
箥	bǒ
㝿	bǒ
𪓜	bǒ
跛	bǒ/bì/pō
簸	bǒ/bò
㨐	bǔ
䋠	bǔ
䪁	bǔ
喸	bǔ
𪇰	bǔ
捕	bǔ
𩯏	bǔ
𨴪	bǔ
补	bǔ
𥃨	bǔ
𤣰	bǔ
䀯	bǔ
㙛	bǔ
𥣌	bǔ
補	bǔ
𡡐	bǔ
𩏮	bǔ
𣱶	bǔ
𩏵	bǔ/bù
哺	bǔ/bū/fǔ
䪔	bǔ/fù
儏	can
爘	can
欌	cang
濸	cang
罉	cang
艹	cao
壥	chan
椙	chang
蟐	chang
敞	chang/chǎng/chèng/zhèng
烥	chen
晨	chen/chén
鯎	cheng
妛	chi
麶	chi
酬	chou/chóu
臭	chòu/xiù
躊	chóu
踌	chóu
绸	chóu
愁	chóu/qiǎo/jiū
稠	chóu/tiáo/diào
綢	chóu/tāo/diào
仇	chóu/qiú/jū
抽	chōu
丑	chǒu
瞅	chǒu
榋	chu
璴	chu
蟵	chu
橻	chu
楚	chu/chǔ
鹑	chun/chún
鶉	chun/chún/tuán
䫄	chuà
䴝	chuài
䦷	chuài
䦤	chuài
𨣅	chuài
𣤌	chuài/chǐ/chuò
𠽶	chuài/cuì/chuò
嘬	chuài/zuō
汌	chuàn
賗	chuàn
玔	chuàn
钏	chuàn
𧑝	chuàn
𤶱	chuàn
𨂦	chuàn
𥃹	chuàn
𥲏	chuàn
𦺛	chuàn
𦎇	chuàn
𦎜	chuàn
𣀔	chuàn/chuò
釧	chuàn/chuān
串	chuàn/guàn/quàn
鶨	chuàn/zhì
剏	chuàng
剙	chuàng
𨜾	chuàng
怆	chuàng
刱	chuàng
䎫	chuàng
𥈄	chuàng
创	chuàng/chuāng
創	chuàng/chuāng/qiāng
愴	chuàng/chuǎng
膗	chuái
㪓	chuái
𢶀	chuái/zhuài
𨘼	chuán
椽	chuán
𤮍	chuán
暷	chuán
船	chuán
輲	chuán
伝	chuán
𤰌	chuán
㯌	chuán
䁣	chuán
𤜼	chuán
遄	chuán
圌	chuán/chuí
𣛹	chuán/chuǎi
篅	chuán/duān
舩	chuán/fán
传	chuán/zhuàn
傳	chuán/zhuàn
㼷	chuán/zhuān
𪁱	chuáng
䃥	chuáng
噇	chuáng
𩪘	chuáng
𨧖	chuáng
牀	chuáng
𩞆	chuáng
㡖	chuáng
𦔛	chuáng
䭚	chuáng
床	chuáng
𠳹	chuáng
𧬧	chuáng
𩃕	chuáng
橦	chuáng/tóng/zhōng/chōng
幢	chuáng/zhuàng
䚒	chuáng/zhuàng
𥙋	chuì
龡	chuì
𣟈	chuì
𥞃	chuì/shù
𣇦	chuí
䍋	chuí
锤	chuí
𩭦	chuí
錘	chuí
𦉈	chuí
埀	chuí
顀	chuí
𡍮	chuí
𢏒	chuí
菙	chuí
𩗰	chuí
𩌝	chuí
陲	chuí
㝽	chuí
鎚	chuí/duī/zhuì
捶	chuí/duǒ
棰	chuí/duǒ
鬌	chuí/duǒ/tuǒ
腄	chuí/hóu/chuái
𠄒	chuí/shā
垂	chuí/zhuì
倕	chuí/zhuì
椎	chuí/zhuī
箠	chuí/zhuī
擉	chuò
绰	chuò
𡁇	chuò
歠	chuò
𨒢	chuò
鑡	chuò
涰	chuò
𥓑	chuò
磭	chuò
𪘛	chuò
辍	chuò
𢿭	chuò
䋘	chuò
𨆬	chuò
㲋	chuò
龊	chuò
繛	chuò
𢽸	chuò
嚽	chuò
辵	chuò
齪	chuò
㚟	chuò
酫	chuò
輟	chuò
𤿫	chuò
䓎	chuò
𦁶	chuò
𩟫	chuò
𩩟	chuò
辶	chuò
惙	chuò/chuì
逴	chuò/chuō
趠	chuò/chào/tiào/zhuó
綽	chuò/chāo
娖	chuò/cù
娕	chuò/cù/lài
醛	chuò/quán
婼	chuò/ruò
腏	chuò/zhuì
啜	chuò/zhuó/chuài
䊬	chuā
歘	chuā
𤁫	chuā
䵵	chuā/zhuó
㔍	chuā/zhá
𢲽	chuāi
揣	chuāi/chuǎi/duǒ/zhuī/tuán/chuài
搋	chuāi/chǐ/yí
剶	chuān
氚	chuān
𠯀	chuān
𩂍	chuān
瑏	chuān
𨩴	chuān
𠾮	chuān
𠛖	chuān
川	chuān
猭	chuān/chuàn/shān
穿	chuān/chuàn/yuān
巛	chuān/shùn
䄝	chuāng
刅	chuāng
䆫	chuāng
𧜧	chuāng
疮	chuāng
𡆪	chuāng
牕	chuāng
窓	chuāng
瘡	chuāng
牎	chuāng
𥡟	chuāng
𥎒	chuāng
摐	chuāng
𥲡	chuāng
𧢆	chuāng
窻	chuāng
窗	chuāng/cōng
戧	chuāng/qiāng/qiàng
𤙵	chuī
炊	chuī
吹	chuī/chuì
𨰆	chuō
𨮸	chuō
戳	chuō
踔	chuō/diào/zhuō/tiào/chuò
㪬	chuō/zhuó
𣛕	chuǎ
𠹐	chuǎ
𣹶	chuǎ
𠻦	chuǎ
𣲂	chuǎi
㪜	chuǎi/duǒ
舛	chuǎn
𥬫	chuǎn
喘	chuǎn
荈	chuǎn
㱛	chuǎn/bù
歂	chuǎn/chuán
𧍒	chuǎn/chuǎi
僢	chuǎn/chǔn
踳	chuǎn/chǔn/chūn
𣧒	chuǎn/mò
闯	chuǎng
𠏨	chuǎng
摤	chuǎng
傸	chuǎng
𠞮	chuǎng
𡻯	chuǎng
磢	chuǎng
闖	chuǎng/chèn
㼽	chuǎng/shuǎng
䞼	chuǐ
㷃	chuǐ
𪑨	chà
侘	chà
岔	chà
䓭	chà
𧶵	chà
汊	chà
𥃀	chà
诧	chà
𩴳	chà
䒲	chà
𨆇	chà
𤞠	chà
𤳅	chà
𧠈	chà
𪑂	chà
䶪	chà
𧫗	chà
㣾	chà
紁	chà
姹	chà
䟕	chà
奼	chà
𣍏	chà
䡨	chà
差	chà/chā/chāi/chài/cī/cuō/jiē
衩	chà/chǎ
㤞	chà/duó/zé
詫	chà/dù
𧸿	chài
𧀱	chài
虿	chài
囆	chài
𦑏	chài
𧔴	chài
袃	chài
𧒨	chài
𦐰	chài
䘍	chài
𧕧	chài
蠆	chài
㳗	chài/chà
訍	chài/chā/chà
瘥	chài/cuó
𧪘	chài/cuǒ/jiē
㙴	chàn
懴	chàn
䠨	chàn
𤪮	chàn
㸥	chàn
𨇦	chàn
𤮭	chàn
颤	chàn
㬄	chàn
䴼	chàn
䱿	chàn
硟	chàn
韂	chàn
𥊓	chàn
𢺟	chàn
𧠛	chàn
𤗻	chàn
羼	chàn
𨳂	chàn
𤼋	chàn
懺	chàn
䊲	chàn/chǎn
摲	chàn/cán
䀡	chàn/diān/tàn
𩟶	chàn/jié
顫	chàn/zhàn/shān
韔	chàng
玚	chàng
𧀄	chàng
𢢌	chàng
𠚊	chàng
畅	chàng
畼	chàng
𥠴	chàng
悵	chàng
𤽣	chàng
怅	chàng
鬯	chàng
𥟚	chàng
𢗺	chàng
誯	chàng
唱	chàng
暢	chàng
倡	chàng/chāng
焻	chàng/guā
瑒	chàng/yáng/dàng
𥇔	chàng/zhāng
䩨	chàng/zhāng
𦨖	chào
𥿷	chào
𨗡	chào
𨢪	chào
𡯴	chào
𨨚	chào
𨌬	chào
觘	chào
𪍈	chào
𤰬	chào
耖	chào
仦	chào
仯	chào/miǎo
𤶠	chá
𦛝	chá
𡨀	chá
𠽹	chá
㪯	chá
𡝐	chá
㢉	chá
㫅	chá
𡝙	chá
靫	chá
䅊	chá
𦉆	chá
㢒	chá
𥌀	chá
𥻗	chá
𩟔	chá
嵖	chá
搽	chá
𨃓	chá
䤩	chá
𨼑	chá
䁟	chá
𣱱	chá
槎	chá
茶	chá
𦑣	chá
𦳘	chá
𥥸	chá
𢣼	chá
猹	chá
垞	chá
𪒼	chá
䕓	chá/chuì
碴	chá/chā
察	chá/cuì
秅	chá/ná
詧	chá/qiè
𣘤	chá/sà
檫	chá/sà
𣘻	chá/tú
楂	chá/zhā
查	chá/zhā/chái
祡	chái
𡺵	chái
侪	chái
𨌅	chái
𡟭	chái
豺	chái
㑪	chái
喍	chái
𤠌	chái
儕	chái
𤞗	chái
柴	chái/cī/zhài/zì
㾹	chái/zhài/chí
䓱	chái/zuī
齜	chái/zī
㢆	chán
巉	chán
鑱	chán
𧥓	chán
廛	chán
㺥	chán
𨬖	chán
艬	chán
禅	chán
潹	chán
𩽝	chán
𪖎	chán
鄽	chán
𩮏	chán
𪗂	chán
𪚃	chán
婵	chán
瀍	chán
𪏁	chán
纏	chán
𧾡	chán
蟾	chán
磛	chán
毚	chán
𪓄	chán
誗	chán
镵	chán
湹	chán
酁	chán
镡	chán
馋	chán
𧐲	chán
䫮	chán
𡎻	chán
饞	chán
谗	chán
蝉	chán
獑	chán
𣔵	chán
煘	chán
䤫	chán
㙻	chán
䂁	chán
棎	chán
䣑	chán
𢥋	chán
劖	chán
𪏂	chán
𪏦	chán
讒	chán
𨽊	chán
𣤱	chán
𧨗	chán
𪏋	chán
𨮻	chán
潺	chán
䜛	chán
𧕃	chán
𢽝	chán
𧓋	chán
𦝟	chán
瀺	chán
𧴃	chán
纒	chán
𤸦	chán
嬋	chán
缠	chán
緾	chán
儳	chán/chàn
嚵	chán/chān
辿	chán/chān
孱	chán/càn/jiān/zhàn
澶	chán/dàn/zhān
䡲	chán/dān
儃	chán/shàn/tǎn/dàn/zhǎn
蟬	chán/tí/shàn
鋋	chán/yán
㶣	chán/yín
䧯	chán/zhàn
欃	chán/zhàn
躔	chán/zhàn
㦂	cháng
常	cháng
膓	cháng
鱨	cháng
𪄹	cháng
肠	cháng
償	cháng
瓺	cháng
𦰱	cháng
腸	cháng
𨱮	cháng
镸	cháng
尝	cháng
䗅	cháng
萇	cháng
兏	cháng
苌	cháng
鲿	cháng
嘗	cháng
鋿	cháng
䯴	cháng
𦼳	cháng
瑺	cháng
䠆	cháng
仧	cháng
𢁝	cháng
偿	cháng
甞	cháng
鏛	cháng
𨣛	cháng
徜	cháng
𥋤	cháng
嚐	cháng
𠙁	cháng
嫦	cháng
𪁺	cháng/chǎng
㙊	cháng/zhàng
漅	cháo
𡼼	cháo
鄛	cháo
窲	cháo
𡏮	cháo
𦸛	cháo
𥲀	cháo
𡡊	cháo
𣰩	cháo
潮	cháo
鼌	cháo
𡻝	cháo
謿	cháo
巣	cháo
𨄓	cháo
罺	cháo
牊	cháo
轈	cháo
巢	cháo/chào
樔	cháo/chāo/jiǎo
𥕘	cháo/suǒ
䄻	cháo/tiāo/táo
嘲	cháo/zhāo
鼂	cháo/zhāo
朝	cháo/zhāo/zhū
𩂻	chè
㔭	chè
㾝	chè
撤	chè
㬚	chè
𩗙	chè
掣	chè
𪎺	chè
徹	chè
㒤	chè
䒆	chè
䜠	chè
彻	chè
迠	chè
㥉	chè
𥿊	chè
𩎚	chè
䚢	chè
坼	chè
聅	chè
䛸	chè
𦈈	chè
𣨊	chè
𤖷	chè
𢊏	chè
𤹞	chè
爡	chè
烢	chè
𤕛	chè
𤊿	chè
𧼳	chè
𨹡	chè
𨀠	chè
硩	chè
𦛖	chè
𥯥	chè
勶	chè
頙	chè
瞮	chè
澈	chè
䧪	chè
𢇛	chè/chǐ
屮	chè/cǎo
㿭	chè/lè
㳧	chè/rè
㤴	chè/shè/dié
𤗙	chè/tuò
䁤	chè/zhé/huǐ
襯	chèn
趂	chèn
疢	chèn
儬	chèn
榇	chèn
衬	chèn
䞋	chèn
𧭼	chèn
𨼐	chèn
𢎕	chèn
齔	chèn
𥗒	chèn
齓	chèn
谶	chèn
𧆂	chèn
㧱	chèn
𠋆	chèn
龀	chèn
嚫	chèn
讖	chèn/chàn
櫬	chèn/qìn/guàn
儭	chèn/qìn/qīn
趁	chèn/zhēn/chén/niǎn/zhěn
𢔤	chèng
𧷒	chèng
𤕀	chèng
𩛦	chèng
𧡈	chèng
㐼	chèng
𧶸	chèng
牚	chèng/chēng
秤	chèng/chēng/píng
𡤿	chèng/kǒng
𧙝	ché
煁	chén
霃	chén
辰	chén
螴	chén
䤟	chén
宸	chén
塵	chén
䆣	chén
蔯	chén
茞	chén
尘	chén
䣅	chén
鷐	chén
揨	chén
㕴	chén
𤘣	chén
㴴	chén
訦	chén
迧	chén
𣀍	chén
麎	chén
䢻	chén
䢅	chén
陈	chén
瘎	chén
𥫹	chén
𥉜	chén
諶	chén
㫳	chén
敐	chén
㽸	chén
𨑌	chén
臣	chén
谌	chén
䜟	chén
𧨡	chén
𤹛	chén
𨼤	chén
曟	chén
薼	chén
𢆺	chén
樄	chén
𪁏	chén
莐	chén
䟢	chén
沉	chén/chēn
忱	chén/dàn
湛	chén/dān/tán/zhàn/jìn/yǐn/chěn/yín/shèn
愖	chén/dān/xìn
䢈	chén/huì
莀	chén/nóng
軙	chén/qí
鈂	chén/qín/zhèn
沈	chén/shěn/tán
䒞	chén/yín
陳	chén/zhèn
𠳽	chéng
程	chéng
騬	chéng
峸	chéng
絾	chéng
𩤙	chéng
挰	chéng
鋮	chéng
瀓	chéng
城	chéng
枨	chéng
郕	chéng
诚	chéng
𥢲	chéng
𢐞	chéng
铖	chéng
𦦢	chéng
𢾊	chéng
𥥱	chéng
𢿧	chéng
堘	chéng
檙	chéng
椉	chéng
𩙆	chéng
㲂	chéng
𤿣	chéng
碀	chéng
𣀏	chéng
溗	chéng
洆	chéng
䚘	chéng
脭	chéng
䆑	chéng
筬	chéng
塍	chéng
窚	chéng
懲	chéng
𨅝	chéng
𩨆	chéng
𩫹	chéng
䧕	chéng
惩	chéng
𤆁	chéng
𨹚	chéng
荿	chéng
𢿦	chéng
𡝚	chéng
乗	chéng
𠕠	chéng
誠	chéng
酲	chéng
塖	chéng
䄇	chéng
澂	chéng
𪁋	chéng
𨞐	chéng
𢻓	chéng
畻	chéng
䆵	chéng
埕	chéng
宬	chéng
𧶔	chéng
𤗓	chéng
䫆	chéng
𧹓	chéng
䮪	chéng
𩯎	chéng
掁	chéng
珹	chéng
㞼	chéng
成	chéng/cheng
棖	chéng/cháng
𨌤	chéng/chèng
橙	chéng/dèng
澄	chéng/dèng
𨁎	chéng/jìng
呈	chéng/kuáng/chěng
㼩	chéng/shèng
娍	chéng/shèng
乘	chéng/shèng
丞	chéng/shèng/zhēng/zhěng
䁎	chéng/tíng/chēng
䇸	chéng/tīng
珵	chéng/tǐng
憕	chéng/zhèng/dèng
朾	chéng/zhēng/chēng/tīng
脀	chéng/zhēng/zhèng
承	chéng/zhěng/zhèng
灻	chì
㒆	chì
𩥲	chì
炽	chì
勅	chì
𩿪	chì
傺	chì
翅	chì
赤	chì
𪉅	chì
𣐃	chì
𧺧	chì
恜	chì
腟	chì
瘛	chì
䰡	chì
𪆵	chì
𩷧	chì
翨	chì
鶒	chì
𡣀	chì
㞿	chì
𦤸	chì
𪅍	chì
𣙰	chì
䀸	chì
懘	chì
𨨬	chì
𡚨	chì
𠮟	chì
㥡	chì
翄	chì
𪉄	chì
趩	chì
𢨒	chì
熾	chì
鉓	chì
饬	chì
遫	chì
𤡏	chì
𥛚	chì
硳	chì
𨔤	chì
翤	chì
𧼪	chì
杘	chì
𨧳	chì
𦏿	chì
𫛶	chì
㡿	chì
㽚	chì
饎	chì
雴	chì
𦂋	chì
䮻	chì
𤆍	chì
𢜳	chì
䤲	chì
𠧵	chì
𨂰	chì
憏	chì
𪉗	chì
𤸪	chì
𩾕	chì
抶	chì
湁	chì
𦥊	chì
痸	chì
𦎚	chì
鷘	chì
𧺠	chì
䳵	chì
𢂝	chì
𦘪	chì
𪅙	chì
𤰠	chì
慗	chì
𠧚	chì
𣚩	chì
痓	chì
㓼	chì
烾	chì
𪀦	chì
𠻟	chì
㔑	chì
𣤩	chì
斥	chì/chè/zhè
跮	chì/dié
䠠	chì/dài
啻	chì/dì
彳	chì/fú
銐	chì/lì
䟷	chì/qì
𠞩	chì/shuài
飭	chì/shì
敕	chì/sōu
𧤍	chì/tì
𥱻	chì/tú
踅	chì/xué
𦔫	chì/yì
𧺿	chì/yì
眙	chì/yí
𧩼	chì/zhǐ
驰	chí
𣲋	chí
𡂙	chí
謘	chí
𡎍	chí
持	chí
𣉄	chí
筂	chí
䪧	chí
𡉪	chí
貾	chí
茌	chí
䶵	chí
䙙	chí
墀	chí
岻	chí
䜄	chí
篪	chí
𦵟	chí
荎	chí
𪌫	chí
𡌞	chí
𦳚	chí
𧎨	chí
竾	chí
𨨲	chí
𦱰	chí
踟	chí
𧺏	chí
遅	chí
弛	chí
𦐁	chí
㢮	chí
𧛺	chí
㙜	chí
𤈔	chí
𧋗	chí
馳	chí
䶔	chí
𢔊	chí
𪏐	chí
𩚉	chí
䮈	chí
𢓎	chí
𧭟	chí
𨘾	chí
迟	chí
𣹡	chí
茬	chí/chá
𦑡	chí/chī
蚳	chí/chī/dì
赿	chí/dì
䞾	chí/dì
坻	chí/dǐ
㞴	chí/mín
趍	chí/qū
池	chí/tuó/chè
漦	chí/tāi
㮛	chí/yí
歭	chí/zhì
遲	chí/zhì
遟	chí/zhì/xī
泜	chí/zhì/zhī
𨖼	chòng
銃	chòng
㧤	chòng
铳	chòng
𣑁	chòng
𥬱	chòng
𩩳	chòng
𢡹	chòng
𥅻	chòng
𠑙	chòng
𧼩	chòng/dòng
揰	chòng/dǒng
㮔	chòng/tóng
遚	chòu
𨖬	chòu
臰	chòu
䔏	chòu
𥦅	chòu
殠	chòu
溴	chòu/xiù
𩌨	chóng
㓽	chóng
䌬	chóng
㹐	chóng
𢝈	chóng
崇	chóng
䖝	chóng
隀	chóng
𩞉	chóng
𩜖	chóng
崈	chóng
𣐯	chóng
𡿂	chóng
𢖄	chóng
𨛱	chóng
𩞋	chóng
褈	chóng/chōng/zhòng
䳯	chóng/chǒng
虫	chóng/huǐ
爞	chóng/tóng
緟	chóng/zhòng
蟲	chóng/zhòng/tóng
蝩	chóng/zhōng
懤	chóu
𤾊	chóu
㤽	chóu
䓓	chóu
皗	chóu
筹	chóu
䲖	chóu
𠹝	chóu
𤳝	chóu
𥏈	chóu
㿧	chóu
㦞	chóu
䌧	chóu
𠾉	chóu
𠼡	chóu
𩽀	chóu
𤾦	chóu
菗	chóu
𡕪	chóu
畴	chóu
雠	chóu
栦	chóu
酧	chóu
帱	chóu
讎	chóu
𨤷	chóu
𡕐	chóu
讐	chóu
俦	chóu
𦭸	chóu
𤳠	chóu
㐜	chóu
絒	chóu
𥡀	chóu
嬦	chóu
雔	chóu
㵞	chóu
𥲅	chóu
𣫐	chóu
𠝽	chóu
𣪐	chóu
𤽯	chóu
疇	chóu
𩾂	chóu
燽	chóu
𣕾	chóu/bì
紬	chóu/chōu/zhòu
幬	chóu/dào
裯	chóu/dāo
𣀓	chóu/dǎo
惆	chóu/qiū/dāo
𠷎	chóu/shòu
𨞪	chóu/shòu
醻	chóu/shòu/dào
籌	chóu/táo
𪇘	chóu/táo
𧮻	chóu/xiāo
怞	chóu/yòu
椆	chóu/zhòu/diāo
薵	chóu/zhòu/dào
嚋	chóu/zhōu
𦡴	chóu/zhǒu
矗	chù
斶	chù
𥒭	chù
鄐	chù
䦌	chù
𢒔	chù
臅	chù
琡	chù
绌	chù
竌	chù
𥹵	chù
𧃏	chù
䟣	chù
閦	chù
𣢶	chù
䐍	chù
触	chù
歜	chù
𤏱	chù
𢨫	chù
𢣿	chù
亍	chù
𧽧	chù
𠇘	chù
㙇	chù
𣥹	chù
𧢶	chù
𩈤	chù
黜	chù
𤝞	chù
傗	chù
𩹱	chù
絀	chù
珿	chù
䎌	chù
搐	chù
𦺵	chù
觸	chù
𧯩	chù
𨕢	chù
𡝈	chù
𧰫	chù
𧺶	chù
㔘	chù
豖	chù
𨃕	chù
𨴰	chù
𡳑	chù
㾥	chù
𡐌	chù
儊	chù
竐	chù
拀	chù
𥁯	chù/chuò
处	chù/chǔ/chu
處	chù/chǔ/chu/jù
踀	chù/cù
𪇆	chù/dú
諔	chù/jí
㤕	chù/pò
䇍	chù/qì
䜴	chù/shì
敊	chù/shōu
俶	chù/shū/tì
埱	chù/tòu
欪	chù/xì/qù
畜	chù/xù
怵	chù/xù
滀	chù/xù
嘼	chù/xù/shòu
𨁿	chù/zhuó
蓫	chù/zhú
厨	chú
蒢	chú
蹰	chú
䟞	chú
䠂	chú
刍	chú
䠧	chú
𪆷	chú
蕏	chú
鶵	chú
趎	chú
䎝	chú
㕑	chú
櫥	chú
𣦠	chú
𢊍	chú
篨	chú
廚	chú
锄	chú
耡	chú
犓	chú
𦿀	chú
滁	chú
㕏	chú
蒭	chú
㡡	chú
橱	chú
躕	chú
𦷝	chú
豠	chú
𣦡	chú
雏	chú
㛀	chú
櫉	chú
幮	chú
𩿿	chú
䊰	chú
𢅥	chú
躇	chú/chuò
雛	chú/jú/jù
鋤	chú/jǔ
懨	chú/yān
除	chú/zhù/shū
藸	chú/zhū/zhā
媰	chú/zòu
芻	chú/zōu
䅳	chú/zōu
鉏	chú/zū/zhù/jǔ/chá/xú
犉	chún
䣨	chún
醇	chún
𤘛	chún
㵮	chún
浱	chún
𡗥	chún
醕	chún
湻	chún
陙	chún
䔚	chún
䓐	chún
漘	chún
䣩	chún
脣	chún
㝇	chún
滣	chún
蒓	chún
𣮢	chún
纯	chún
莼	chún
𣌠	chún
鯙	chún
𣘣	chún
㸪	chún
㝄	chún
䥎	chún
𦎧	chún/dūn/dùn
䫃	chún/zhèn
唇	chún/zhēn/zhèn
淳	chún/zhūn/zhǔn
純	chún/zhǔn/tún/quán/zī/zhūn
疀	chā
揷	chā
𤵾	chā
𢭅	chā
𢘹	chā
馇	chā
𤳵	chā
肞	chā
艖	chā
𦑈	chā
𠝞	chā
𨀸	chā
臿	chā
锸	chā
𣆗	chā
𦦘	chā
嗏	chā
𩝟	chā
鍤	chā
𦦱	chā
餷	chā
挿	chā
𤜫	chā
𡋨	chā
𨙳	chā
𦦜	chā
𤜯	chā
銟	chā
𪘾	chā
偛	chā
𡵌	chā
𨪺	chā
杈	chā/chà
叉	chā/chá/chǎ/chà
𠞊	chā/chāi/chá
㮑	chā/qì
𢔣	chā/shà
㛼	chā/shà
𦝥	chā/zhá
插	chā/zhǎ
𥐟	chāi
𩑐	chāi
𢹓	chāi
钗	chāi
拆	chāi/chè/chì/cā
芆	chāi/chā
釵	chāi/chā
扠	chāi/chā/zhǎ
䐤	chāi/cuó
㼮	chāi/qì
𡝫	chān
𨊝	chān
𠣄	chān
𡮿	chān
梴	chān
㢟	chān
㺗	chān
𩖌	chān
㤐	chān
𡖞	chān
𢌚	chān
搀	chān
𨵍	chān
𥭔	chān
㰫	chān
鋓	chān
𡖤	chān
𤴿	chān
觇	chān
幨	chān/chàn
襜	chān/chàn/dān
裧	chān/chàn/tǎn
䪜	chān/chàn/yán
佔	chān/diān/zhàn
㚲	chān/diǎn/diàn
覘	chān/dān/jī
鉆	chān/qián/tiē
攙	chān/shàn
䗉	chāng
𩲹	chāng
淐	chāng
晿	chāng
锠	chāng
伥	chāng
𥫅	chāng
娼	chāng
鯧	chāng
䮖	chāng
𪉨	chāng
鲳	chāng
裮	chāng
琩	chāng
䅛	chāng
猖	chāng
阊	chāng
菖	chāng
鼚	chāng
錩	chāng
𪂇	chāng
𨷇	chāng
昌	chāng/chàng
倀	chāng/chéng/zhèng
閶	chāng/tāng
𤙴	chāo
𩖥	chāo
怊	chāo
弨	chāo
𢁾	chāo
䫸	chāo
䫿	chāo
𨴡	chāo
𦾱	chāo
𠰉	chāo
钞	chāo
欩	chāo
䰫	chāo/cháo/zhào
鈔	chāo/chǎo
超	chāo/chǎo/chào/tiào
嘮	chāo/láo/lào/xiāo
訬	chāo/miǎo/chǎo
抄	chāo/suō/chào/chǎo
䜈	chāo/zhāo
唓	chē
𡷖	chē
蛼	chē
硨	chē
伡	chē
车	chē
𤥭	chē
莗	chē
砗	chē
車	chē/jū
俥	chē/jū
𩒷	chē/rǒng
䠳	chēn
賝	chēn
𨼌	chēn
䑣	chēn
𩇖	chēn
𤡳	chēn
𦁄	chēn
𨻖	chēn
𣞟	chēn
琛	chēn
𩅌	chēn
𤟸	chēn
𤝚	chēn
諃	chēn
𥞁	chēn
𧡬	chēn
䐜	chēn
𦁟	chēn/chén/zhěn
郴	chēn/lán
䀼	chēn/rèn
㥲	chēn/shèn
棽	chēn/shēn
綝	chēn/shēn
抻	chēn/shēn
瞋	chēn/tián/tiàn/shèn
捵	chēn/tiǎn/niǎn
謓	chēn/zhèn
縝	chēn/zhěn
浾	chēng
頳	chēng
鏳	chēng
𠏧	chēng
橕	chēng
㓌	chēng
𩁷	chēng
䕝	chēng
𩞦	chēng
饓	chēng
泟	chēng
𣥺	chēng
赪	chēng
㛵	chēng
䞓	chēng
棦	chēng
摚	chēng
琤	chēng
𡽊	chēng
赬	chēng
偁	chēng
靗	chēng
𩠏	chēng
蛏	chēng
檉	chēng
𦓬	chēng
蟶	chēng
𨭃	chēng
緽	chēng
𧯒	chēng
阷	chēng
憆	chēng
鏿	chēng
䗀	chēng
穪	chēng/bié
撑	chēng/cheng
撐	chēng/cheng
称	chēng/chèn
稱	chēng/chèn/chèng
爯	chēng/chèng
竀	chēng/chèng
噌	chēng/cēng
僜	chēng/dèng/dēng/téng
鎗	chēng/qiāng/qiàng
䟫	chēng/shàng
樘	chēng/táng
瞠	chēng/zhèng
湞	chēng/zhēn
䟓	chēng/zhēng/dīng
䋲	chě
撦	chě
㨋	chě
𦓍	chě
㵔	chě
𩴟	chě
偖	chě
扯	chě/che
䞣	chě/chè/qiè
䰩	chě/dū
𥔪	chěn
碜	chěn
趻	chěn
夦	chěn
墋	chěn
𨣔	chěn
踸	chěn
𧿒	chěn
贂	chěn
醦	chěn/chǎn
磣	chěn/cà
硶	chěn/cén
䫖	chěn/shèn
鍖	chěn/zhēn
𢜼	chěng
庱	chěng
𢜻	chěng
𢟊	chěng
騁	chěng
睈	chěng
悜	chěng
骋	chěng
𣥻	chěng
裎	chěng/chéng
侱	chěng/tǐng
逞	chěng/yíng
徎	chěng/zhèng
噄	chī
䜉	chī
痴	chī
𩶅	chī
嗤	chī
㺈	chī
㰞	chī
眵	chī
瞝	chī
螭	chī
鴟	chī
摛	chī
彲	chī
𤡢	chī
𡼁	chī
侙	chī
媸	chī
癡	chī
𦐉	chī
𥭘	chī
笞	chī
𫄨	chī
𪌹	chī
瓻	chī
彨	chī
齝	chī
鸱	chī
𣣷	chī
𦞲	chī
𧪡	chī
𦆤	chī
魑	chī
𨒬	chī
𧩚	chī
𧴁	chī
䇪	chī
蚩	chī
